order_id,customer_id,product_id,order_date,quantity,unit_price,discount,shipping_cost,payment_method,sales_channel,order_status
O013661,C06522,P0362,2025-10-28,6,2282.49,0.175,351.93,Credit Card,Website,Completed
O013662,C03915,P0143,2025-04-06,4,12609.92,0.054,214.48,UPI,Mobile App,Cancelled
O013663,C03020,P0380,2026-02-20,6,20403.08,0.12,104.59,Net Banking,Mobile App,Cancelled
O013664,C03772,P0311,2026-09-24,5,10047.99,0.115,221.6,UPI,Mobile App,Returned
O013665,C08092,P0094,2025-12-09,1,15650.07,0.066,301.26,Debit Card,Marketplace,Pending
O013666,C01979,P0182,2025-11-28,4,24570.99,0.01,139.81,Debit Card,Marketplace,Pending
O013667,C09256,P0030,2026-10-09,5,33265.04,0.168,483.29,COD,Mobile App,Pending
O013668,C06373,P0487,2025-07-09,5,22124.67,0.198,417.58,COD,Mobile App,Pending
O013669,C00719,P0409,2026-06-27,1,3674.14,0.181,229.52,Credit Card,Mobile App,Cancelled
O013670,C05768,P0286,2025-09-09,3,11811.68,0.072,141.63,Net Banking,Marketplace,Cancelled
O013671,C02131,P0298,2025-05-03,5,12508.07,0.015,246.18,Credit Card,Mobile App,Completed
O013672,C01498,P0436,2026-06-06,5,5409.41,0.131,194.78,Credit Card,Marketplace,Pending
O013673,C09275,P0392,2025-09-29,2,12342.62,0.178,364.38,Credit Card,Website,Pending
O013674,C09943,P0398,2025-01-05,5,10247.04,0.011,28.97,UPI,Marketplace,Returned
O013675,C04070,P0159,2026-12-15,5,23164.32,0.09,149.53,Net Banking,Website,Pending
O013676,C01348,P0056,2026-02-27,6,21863.42,0.197,402.84,UPI,Marketplace,Completed
O013677,C04902,P0028,2025-05-06,6,22046.01,0.245,455.39,Net Banking,Marketplace,Completed
O013678,C06213,P0404,2026-07-08,4,1589.31,0.197,248.55,UPI,Website,Pending
O013679,C07742,P0097,2026-03-04,4,3919.9,0.244,53.91,Net Banking,Website,Cancelled
O013680,C04624,P0011,2025-05-04,5,33416.59,0.058,104.61,Credit Card,Marketplace,Completed
O013681,C05441,P0360,2026-07-31,1,17129.85,0.109,422.72,COD,Marketplace,Returned
O013682,C05380,P0141,2026-06-17,5,13056.42,0.111,179.32,Net Banking,Website,Cancelled
O013683,C07417,P0371,2025-08-08,5,1978.42,0.206,333.26,COD,Website,Completed
O013684,C08963,P0143,2025-08-08,5,12609.92,0.006,49.57,Credit Card,Marketplace,Returned
O013685,C05474,P0347,2026-03-04,1,14730.72,0.041,83.47,Debit Card,Website,Completed
O013686,C09415,P0215,2025-02-16,6,8509.73,0.043,277.94,Debit Card,Mobile App,Returned
O013687,C03103,P0160,2025-10-16,1,19662.83,0.165,92.0,UPI,Website,Cancelled
O013688,C03541,P0233,2025-04-15,5,5026.87,0.199,328.41,UPI,Website,Completed
O013689,C08078,P0015,2025-01-11,1,13658.77,0.006,264.32,Debit Card,Marketplace,Cancelled
O013690,C02033,P0018,2025-05-15,4,22908.75,0.237,370.91,COD,Mobile App,Cancelled
O013691,C04734,P0057,not-a-date,4,2390.61,0.073,262.76,COD,Mobile App,Completed
O013692,C05678,P0354,2025-09-02,5,14309.18,0.11,430.86,Credit Card,Marketplace,Pending
O013693,C05579,P0172,2025-09-07,2,14404.74,0.181,301.48,UPI,Website,Pending
O013694,C06413,P0322,2025-03-17,1,19835.89,0.005,498.42,Debit Card,Website,Pending
O013695,C08835,P0227,2026-01-25,2,28891.35,0.049,120.78,Net Banking,Website,Pending
O013696,C09592,P0338,2025-06-25,4,3916.46,0.154,98.28,UPI,Mobile App,Cancelled
O013697,C00050,P0161,2025-03-21,4,23519.72,0.241,327.11,COD,Marketplace,Returned
O013698,C04791,P0440,2025-12-22,5,2009.66,0.204,55.96,Net Banking,Website,Completed
O013699,C06443,P0459,2026-09-17,4,25125.31,0.071,287.04,Net Banking,Marketplace,Cancelled
O013700,C00958,P0031,2025-09-25,6,11370.65,0.081,475.34,UPI,Mobile App,Cancelled
O013701,C03416,P0461,2026-11-30,2,14191.78,0.151,424.85,UPI,Website,Returned
O013702,C07430,P0161,2026-11-28,1,23519.72,0.174,82.4,Credit Card,Marketplace,Pending
O013703,C06662,P0365,2026-05-18,4,9628.7,0.172,149.1,Debit Card,Website,Cancelled
O013704,C07950,P0344,2025-10-08,6,5578.91,0.182,484.55,Credit Card,Mobile App,Cancelled
O013705,C07709,P0275,2026-10-12,2,11888.74,0.236,260.33,Credit Card,Website,Cancelled
O013706,C00585,P0065,2026-06-26,3,32687.15,0.03,261.13,Net Banking,Website,Completed
O013707,C08763,P0164,2025-03-17,4,3989.1,0.039,162.98,COD,Mobile App,Cancelled
O013708,C09912,P0214,2025-04-27,3,33865.31,0.194,375.76,COD,Mobile App,Completed
O013709,C03462,P0118,2026-07-22,3,22162.6,0.075,386.01,Debit Card,Website,Pending
O013710,C00030,P0143,2026-10-02,4,12609.92,0.246,33.22,UPI,Marketplace,Pending
O013711,C06906,P0283,2025-04-10,2,3844.87,0.039,31.14,Debit Card,Marketplace,Returned
O013712,C04014,P0345,2025-02-25,4,22482.83,0.216,102.97,COD,Website,Pending
O013713,C08142,P0183,2025-11-19,3,11807.06,0.003,292.79,UPI,Mobile App,Cancelled
O013714,C08032,P0449,2026-04-04,4,18845.91,0.133,270.6,Net Banking,Marketplace,Completed
O013715,C08957,P0116,2025-11-30,5,22043.63,0.07,76.25,Credit Card,Mobile App,Pending
O013716,C05277,P0478,2026-04-30,6,13727.69,0.026,94.28,UPI,Mobile App,Completed
O013717,C02754,P0108,2026-03-26,1,6567.92,0.214,127.4,Net Banking,Marketplace,Cancelled
O013718,C07670,P0152,2026-03-31,5,21547.55,0.049,499.45,Debit Card,Mobile App,Pending
O013719,,P0342,2026-06-30,3,28066.65,0.103,145.35,COD,Website,Returned
O013720,C04221,P0058,2025-12-23,1,7482.96,0.191,149.82,Debit Card,Marketplace,Completed
O013721,C08627,P0255,2025-10-21,2,23601.94,0.009,454.75,COD,Mobile App,Cancelled
O013722,C05771,P0442,2025-09-12,4,21296.88,0.01,449.8,COD,Website,Pending
O013723,C08344,P0487,2025-03-20,3,22124.67,0.034,440.89,COD,Website,Returned
O013724,C07258,P0191,2025-08-28,1,17601.87,0.221,287.79,Debit Card,Mobile App,Completed
O013725,C00570,P0003,2025-08-04,4,9326.39,0.069,126.45,Credit Card,Mobile App,Completed
O013726,C05500,P0259,2025-12-23,5,24063.98,0.201,415.85,Net Banking,Website,Pending
O013727,C09348,P0289,2026-04-03,4,21209.49,0.127,179.4,Debit Card,Marketplace,Returned
O013728,C05501,P0010,2026-04-30,3,18362.08,0.084,206.0,UPI,Marketplace,Cancelled
O013729,C02183,P0281,2026-01-10,1,1402.55,0.029,404.43,Net Banking,Website,Pending
O013730,C00089,P0046,2026-03-14,1,11595.21,0.181,332.17,Net Banking,Website,Completed
O013731,C05176,P0202,2026-06-28,2,10742.27,0.23,380.82,UPI,Marketplace,Completed
O013732,C05514,P0350,2026-03-16,1,18516.5,0.004,156.85,Debit Card,Mobile App,Pending
O013733,C00123,P0476,2025-01-14,2,20730.3,0.123,184.13,Net Banking,Mobile App,Cancelled
O013734,C06669,P0245,2025-03-23,3,20301.55,0.002,209.18,Net Banking,Mobile App,Returned
O013735,C05516,P0141,2026-04-08,2,13056.42,0.067,482.26,COD,Marketplace,Cancelled
O013736,C01208,P0370,2025-01-06,1,28816.71,0.15,210.08,COD,Website,Completed
O013737,C03395,P0235,2026-03-28,2,2956.02,0.104,361.31,Debit Card,Marketplace,Completed
O013738,C00594,P0290,2026-03-13,1,2763.29,0.179,86.45,Net Banking,Website,Returned
O013739,C08220,P0403,2025-05-13,6,23738.64,0.24,457.26,Debit Card,Marketplace,Returned
O013740,C02743,P0436,2025-03-02,4,5409.41,0.009,262.53,Net Banking,Marketplace,Returned
O013741,C06221,P0255,2025-05-19,6,23601.94,0.105,488.21,Credit Card,Mobile App,Returned
O013742,C01900,P0231,2026-01-10,6,11781.38,0.207,220.88,UPI,Marketplace,Returned
O013743,C03630,P0181,2025-02-03,6,26604.63,0.153,182.39,Debit Card,Mobile App,Cancelled
O013744,C03843,P0281,2025-12-26,1,1402.55,0.155,485.57,UPI,Marketplace,Returned
O013745,C05888,P0163,2026-08-18,5,15918.69,0.172,29.99,Net Banking,Marketplace,Cancelled
O013746,C03007,P0221,2025-01-16,3,21701.6,0.236,494.11,Credit Card,Website,Cancelled
O013747,C06681,P0011,2026-04-19,4,33416.59,0.081,495.8,UPI,Mobile App,Completed
O013748,C08695,P0496,2025-12-18,4,10577.87,0.035,176.57,Net Banking,Website,Completed
O013749,C09678,P0008,2025-06-29,3,25930.87,0.082,284.59,Net Banking,Website,Returned
O013750,C09966,P0202,2025-03-10,2,10742.27,0.106,142.56,Debit Card,Mobile App,Returned
O013751,C08095,P0008,2025-10-09,6,25930.87,0.04,158.9,Credit Card,Marketplace,Returned
O013752,C04220,P0239,2026-10-30,2,10413.21,0.216,139.44,UPI,Website,Returned
O013753,C06910,P0089,2025-10-06,4,24163.52,0.104,370.8,UPI,Website,Pending
O013754,C01302,P0175,2026-01-05,-1,31267.51,0.106,241.87,Credit Card,Marketplace,Completed
O013755,C05348,P0031,2026-07-07,3,11370.65,0.197,134.82,UPI,Website,Returned
O013756,C02033,P0320,2025-01-07,1,9054.6,0.113,35.35,COD,Marketplace,Cancelled
O013757,C03423,P0241,2025-08-28,3,9724.65,0.006,344.98,UPI,Mobile App,Returned
O013758,C09738,P0212,2025-02-13,3,18025.82,0.026,370.82,Credit Card,Website,Returned
O013759,C04184,P0478,2026-06-23,4,13727.69,0.181,463.47,Debit Card,Marketplace,Returned
O013760,C02883,P0254,2026-03-13,1,9903.43,0.143,295.7,Net Banking,Mobile App,Returned
O013761,C07609,P0337,2026-12-01,6,1385.87,0.17,421.3,Credit Card,Mobile App,Cancelled
O013762,C07072,P0233,2026-02-20,2,5026.87,0.168,116.74,UPI,Marketplace,Cancelled
O013763,C03124,P0188,2025-10-05,3,15447.6,0.088,400.83,Credit Card,Marketplace,Completed
O013764,C07878,P0382,2026-01-29,3,27549.17,0.24,407.86,UPI,Website,Returned
O013765,C08444,P0002,2025-06-11,4,23104.95,0.246,279.67,Debit Card,Marketplace,Returned
O013766,C04822,P0454,2026-12-06,4,7436.05,0.242,400.54,UPI,Website,Completed
O013767,C06441,P0376,2026-08-18,3,31938.81,0.104,337.02,COD,Website,Pending
O013768,C05070,P0326,2026-05-09,4,18915.78,0.051,360.79,Credit Card,Mobile App,Completed
O013769,C03374,P0386,2026-09-12,4,23874.98,0.192,65.43,COD,Marketplace,Returned
O013770,C04804,P0328,2025-03-31,4,9348.14,0.047,480.29,Debit Card,Marketplace,Completed
O013771,C02926,P999913770,2026-09-11,1,11906.42,0.206,389.2,Debit Card,Mobile App,Returned
O013772,C07561,P0291,2026-08-25,2,8040.73,0.243,476.63,Net Banking,Website,Completed
O013773,C09801,P0243,2026-06-18,2,19767.74,0.179,356.53,COD,Marketplace,Pending
O013774,C07738,P0092,2026-07-25,4,17559.2,0.171,25.65,Debit Card,Website,Returned
O013775,C09259,P0086,2026-03-09,4,1227.6,0.016,149.45,Net Banking,Website,Cancelled
O013776,C04109,P0359,2026-08-09,2,9869.8,0.091,290.98,Debit Card,Marketplace,Cancelled
O013777,C09054,P0116,2026-12-25,4,22043.63,0.072,207.9,COD,Website,Completed
O013778,C09279,P0084,2026-06-28,1,16026.22,0.158,347.91,COD,Mobile App,Returned
O013779,C00050,P0165,2026-09-18,3,19577.23,0.115,132.73,Credit Card,Mobile App,Cancelled
O013780,C01953,P0394,2026-03-07,3,22088.6,0.198,410.61,UPI,Website,Completed
O013781,C08742,P0215,2025-03-31,4,8509.73,0.079,76.03,Net Banking,Mobile App,Pending
O013782,C04217,P0284,2025-05-17,6,27688.94,0.065,242.15,COD,Website,Completed
O013783,C02903,P0452,2026-01-18,2,7705.66,0.093,164.92,Net Banking,Mobile App,Returned
O013784,C06535,P0166,2026-12-29,5,22450.02,0.055,33.93,Credit Card,Marketplace,Completed
O013785,C06803,P0088,2026-05-12,5,8161.09,0.034,335.13,UPI,Website,Completed
O013786,C07898,P0067,2026-09-14,4,0.0,0.007,415.57,COD,Marketplace,Cancelled
O013787,C05509,P0377,2026-01-26,3,18668.53,0.22,466.64,Credit Card,Mobile App,Completed
O013788,C02884,P0012,2026-11-11,5,15285.6,0.116,387.64,Debit Card,Mobile App,Pending
O013789,C07301,P0163,2026-01-13,6,15918.69,0.082,260.64,UPI,Mobile App,Cancelled
O013790,C01228,P0165,2026-12-27,2,19577.23,0.216,261.95,UPI,Marketplace,Cancelled
O013791,C06298,P0465,2026-03-01,2,10010.38,0.145,369.38,UPI,Website,Completed
O013792,C06010,P0056,2025-07-05,1,21863.42,0.051,274.0,Net Banking,Mobile App,Cancelled
O013793,C00802,P0412,2026-06-10,1,11333.34,0.101,422.33,UPI,Website,Completed
O013794,C00868,P0172,2025-05-04,6,14404.74,0.207,70.1,UPI,Mobile App,Cancelled
O013795,C07449,P0268,2026-08-12,3,12027.21,0.096,218.02,UPI,Website,Cancelled
O013796,C07699,P0185,2026-01-16,5,10699.64,0.112,279.7,COD,Marketplace,Pending
O013797,C00937,P0226,2025-11-12,1,8664.39,0.138,181.99,UPI,Website,Pending
O013798,C09084,P0236,2025-11-13,1,14221.32,0.199,63.94,Debit Card,Website,Cancelled
O013799,C08062,P0044,2026-12-02,4,12038.74,0.12,371.27,Credit Card,Marketplace,Cancelled
O013800,C00498,P0092,2026-11-25,5,17559.2,0.044,487.21,Debit Card,Mobile App,Completed
O013801,C02422,P0010,2026-11-23,5,18362.08,0.117,414.17,Net Banking,Website,Pending
O013802,C06276,P0117,2025-01-01,4,6171.0,0.239,151.96,UPI,Website,Cancelled
O013803,C06380,P0453,2025-02-17,6,15748.39,0.135,65.71,COD,Marketplace,Completed
O013804,C08875,P0234,2025-06-16,6,9675.93,0.232,28.21,Credit Card,Website,Returned
O013805,C00420,P0235,2025-11-23,2,2956.02,0.193,168.27,Net Banking,Marketplace,Pending
O013806,C08427,P0216,2026-09-14,6,2949.91,0.144,278.8,Net Banking,Website,Cancelled
O013807,C01984,P0447,2025-09-09,2,22638.2,0.142,259.18,Credit Card,Website,Cancelled
O013808,C03102,P0317,2026-05-25,5,5387.69,0.237,427.42,Debit Card,Website,Cancelled
O013809,C07882,P0280,2025-10-07,1,13752.82,0.001,303.1,COD,Marketplace,Returned
O013810,C08969,P0090,2025-08-09,6,15259.31,0.243,482.98,UPI,Marketplace,Cancelled
O013811,C02088,P0111,2025-09-06,1,3503.39,0.126,485.03,Net Banking,Mobile App,Cancelled
O013812,C03702,P0070,2026-03-04,1,30593.78,0.064,278.13,Net Banking,Mobile App,Completed
O013813,C00355,P0455,2025-07-15,4,11733.57,0.084,351.77,Credit Card,Website,Pending
O013814,C08167,P0152,2026-11-02,2,21547.55,0.148,235.7,Credit Card,Marketplace,Returned
O013815,C04406,P0072,2025-03-20,5,21918.19,0.157,69.68,UPI,Website,Pending
O013816,C09090,P0212,2026-07-11,2,18025.82,0.133,440.23,UPI,Website,Returned
O013817,C09909,P0253,2026-05-09,1,16300.33,0.012,367.7,COD,Marketplace,Cancelled
O013818,C04737,P0037,2025-10-27,3,25287.47,0.052,291.3,Debit Card,Website,Returned
O013819,C02323,P0031,2025-01-02,1,11370.65,0.069,228.08,Debit Card,Mobile App,Completed
O013820,C08242,P0147,2025-08-22,4,14753.52,0.03,275.78,Net Banking,Website,Completed
O013821,C03677,P0378,2025-12-30,4,13571.24,0.159,285.34,Debit Card,Website,Pending
O013822,C09545,P0177,2026-03-29,5,5511.34,0.117,172.17,Credit Card,Mobile App,Returned
O013823,C04788,P0286,2026-12-10,3,11811.68,0.129,449.19,Debit Card,Marketplace,Returned
O013824,C04092,P0076,2025-05-20,4,21307.9,0.205,367.87,Debit Card,Website,Pending
O013825,C03460,P0324,2026-09-21,3,20247.04,0.197,168.06,UPI,Mobile App,Cancelled
O013826,C07109,P0020,2026-12-23,5,7376.73,0.047,70.51,Credit Card,Website,Completed
O013827,C04211,P0320,2025-05-29,4,9054.6,0.097,209.28,Credit Card,Mobile App,Completed
O013828,C05994,P0297,2025-04-20,2,19463.64,0.166,493.79,Debit Card,Marketplace,Pending
O013829,C02166,P0270,2026-05-04,1,14144.91,0.216,194.35,UPI,Mobile App,Pending
O013830,C08322,P0278,2025-08-17,6,11322.6,0.191,49.07,COD,Website,Completed
O013831,C05909,P0161,2026-06-13,2,23519.72,0.064,347.12,UPI,Website,Cancelled
O013832,C06721,P0023,2025-10-24,1,5089.2,0.19,463.27,COD,Website,Cancelled
O013833,C05367,P0432,2025-07-03,3,21724.49,0.172,148.1,COD,Website,Completed
O013834,C06180,P0455,2026-08-15,6,11733.57,0.219,386.91,Net Banking,Marketplace,Returned
O013835,C03946,P0274,2025-09-11,1,14363.87,0.141,494.9,Credit Card,Marketplace,Returned
O013836,C08249,P0124,2025-05-04,6,0.0,0.023,46.62,COD,Marketplace,Cancelled
O013837,C08414,P0440,2026-06-22,1,2009.66,0.027,145.26,Credit Card,Mobile App,Pending
O013838,C08078,P0209,2026-07-14,3,6775.65,0.234,267.02,COD,Website,Pending
O013839,C05500,P0015,2026-06-02,3,13658.77,0.177,85.78,Net Banking,Marketplace,Pending
O013840,C05976,P0219,2026-09-28,4,25053.87,0.143,133.85,COD,Mobile App,Returned
O013841,C02038,P0172,2025-12-31,4,14404.74,0.11,77.5,Debit Card,Website,Pending
O013842,C01496,P0435,2026-06-16,2,7634.93,0.001,63.1,COD,Marketplace,Cancelled
O013843,C07197,P0212,2025-10-18,1,18025.82,0.155,274.13,COD,Mobile App,Pending
O013844,C02557,P0053,2026-02-05,2,17135.79,0.14,31.31,Debit Card,Website,Pending
O013845,C02961,P0092,2026-07-11,5,17559.2,0.219,462.84,Debit Card,Website,Pending
O013846,C09565,P0495,2025-10-09,6,21494.24,0.177,216.15,UPI,Mobile App,Cancelled
O013847,C05160,P0395,2026-12-15,3,11906.42,0.071,279.93,Credit Card,Mobile App,Cancelled
O013848,C00905,P0154,2025-05-12,1,17545.16,0.11,353.64,Net Banking,Mobile App,Completed
O013849,C00989,P0035,2025-07-08,4,24169.28,0.097,101.51,Net Banking,Website,Returned
O013850,C08739,P0275,2026-06-08,1,11888.74,0.124,462.67,UPI,Mobile App,Returned
O013851,C07137,P0337,2026-05-01,5,1385.87,0.206,366.24,UPI,Marketplace,Cancelled
O013852,C07605,P0072,2025-03-25,1,21918.19,0.212,155.98,COD,Mobile App,Returned
O013853,C02766,P0262,2025-10-11,3,20833.09,0.133,405.16,Debit Card,Mobile App,Completed
O013854,C04402,P0275,2026-06-01,5,11888.74,0.048,137.79,UPI,Marketplace,Returned
O013855,C07176,P0279,2026-12-08,6,11076.25,0.05,448.69,UPI,Mobile App,Returned
O013856,C02155,P0375,2025-01-06,1,4530.16,0.25,183.76,Credit Card,Website,Pending
O013857,C07711,P0355,2025-11-06,5,16546.83,0.02,271.6,UPI,Marketplace,Completed
O013858,C08391,P0084,2026-03-27,5,16026.22,0.19,405.36,COD,Mobile App,Cancelled
O013859,C03605,P0269,2025-03-12,6,30129.61,0.022,285.64,COD,Mobile App,Pending
O013860,C04254,P0350,2025-12-01,4,18516.5,0.239,64.79,UPI,Marketplace,Completed
O013861,C07793,P0333,2026-04-10,1,3596.06,0.087,93.93,Credit Card,Marketplace,Completed
O013862,C06831,P0485,2026-12-03,6,6793.9,0.046,401.78,Credit Card,Website,Cancelled
O013863,C01979,P0091,2025-10-15,4,15539.37,0.103,449.67,Credit Card,Marketplace,Pending
O013864,C02658,P0486,2025-08-30,5,20117.66,0.177,244.89,Net Banking,Marketplace,Returned
O013865,C02927,P0214,2026-09-15,1,33865.31,0.23,46.76,COD,Mobile App,Cancelled
O013866,C06669,P0297,2025-07-07,6,19463.64,0.069,470.37,COD,Mobile App,Completed
O013867,C04172,P0370,2026-05-22,5,28816.71,0.211,254.32,COD,Marketplace,Completed
O013868,C02954,P0244,2026-01-07,4,2313.89,0.04,188.69,Debit Card,Website,Completed
O013869,C01673,P0197,2026-07-07,3,23668.59,0.125,158.37,COD,Mobile App,Pending
O013870,C05038,P0336,2026-08-13,3,13920.23,0.216,137.43,Debit Card,Mobile App,Pending
O013871,C01210,P0076,2026-05-04,3,21307.9,0.231,462.87,Net Banking,Mobile App,Completed
O013872,C09492,P0184,2025-03-13,2,6065.51,0.136,82.39,UPI,Website,Completed
O013873,C07573,P0457,2026-11-30,4,7883.89,0.218,376.21,UPI,Marketplace,Pending
O013874,C00077,P0205,2025-10-31,3,2171.21,0.218,428.48,Credit Card,Mobile App,Cancelled
O013875,C05633,P0434,2026-01-08,2,16431.35,0.017,312.35,Credit Card,website,Pending
O013876,C02180,P0423,2026-06-04,2,500000.0,0.017,405.46,Net Banking,Website,Completed
O013877,C02435,P0004,2026-11-12,2,17898.6,0.185,289.47,Net Banking,Marketplace,Returned
O013878,C05078,P0398,2026-10-23,5,10247.04,0.088,357.98,Credit Card,Mobile App,Cancelled
O013879,C07312,P0416,2025-04-14,1,31794.01,0.053,215.71,COD,Marketplace,Returned
O013880,C03984,P0090,2025-03-18,2,15259.31,0.134,221.81,Credit Card,Marketplace,Cancelled
O013881,C08654,P0016,2026-09-15,1,23123.47,0.07,36.77,UPI,Mobile App,Pending
O013882,C04079,P0347,2026-09-20,1,14730.72,0.15,55.72,Net Banking,Website,Pending
O013883,C03135,P0289,2025-08-22,5,21209.49,0.036,149.74,Credit Card,Marketplace,Completed
O013884,C00720,P0239,2025-07-09,1,10413.21,0.0,440.8,Debit Card,Marketplace,Returned
O013885,C04015,P0231,2026-09-18,4,11781.38,0.04,229.44,UPI,Website,Pending
O013886,C08580,P0262,2026-12-04,3,20833.09,0.121,114.67,COD,Marketplace,Cancelled
O013887,C00052,P0117,2026-07-31,1,6171.0,0.242,359.99,Net Banking,Website,Returned
O013888,C01782,P0125,2025-08-18,1,940.46,0.125,443.97,Credit Card,Website,Returned
O013889,C01201,P0322,2026-07-07,6,19835.89,0.056,86.33,Debit Card,Website,Cancelled
O013890,C07792,P0221,2026-01-07,4,21701.6,0.144,99.15,Net Banking,Marketplace,Returned
O013891,C09825,P0391,2026-08-24,3,1691.23,0.197,56.21,Credit Card,Marketplace,Completed
O013892,C00779,P0474,2026-01-23,3,4623.34,0.185,94.87,UPI,Website,Returned
O013893,C05333,P0323,2025-08-04,3,8559.11,0.226,330.5,Debit Card,Mobile App,Pending
O013894,C07338,P0218,2026-09-18,2,360.24,0.159,331.68,Net Banking,Marketplace,Completed
O013895,C06854,P0257,2025-03-09,2,29083.32,0.209,230.66,UPI,Marketplace,Cancelled
O013896,C08695,P0419,2026-09-07,1,7284.9,0.062,189.64,Net Banking,Mobile App,Cancelled
O013897,C09357,P0366,2026-08-04,4,688.28,0.188,163.7,Debit Card,Marketplace,Pending
O013898,C09466,P0144,2026-04-23,1,13940.96,0.091,306.07,UPI,Website,Completed
O013899,C09117,P0307,2026-02-28,2,0.0,0.058,166.37,Debit Card,Website,Returned
O013900,C07242,P0087,2025-11-25,1,17587.05,0.098,309.69,UPI,Website,Completed
O013901,C06706,P0038,2025-04-24,6,10216.56,0.186,378.5,Debit Card,Marketplace,Cancelled
O013902,C06363,P0411,2025-12-25,6,8729.1,0.01,240.79,Credit Card,Marketplace,Completed
O013903,C02610,P0222,2025-08-11,2,3045.8,0.121,217.68,Debit Card,Mobile App,Returned
O013904,C09954,P0040,2026-05-20,5,30773.08,0.126,141.26,Net Banking,Website,Pending
O013905,C09208,P0478,2025-12-15,6,13727.69,0.003,229.16,Net Banking,Mobile App,Cancelled
O013906,C08571,P0204,2026-11-06,2,23406.62,0.207,230.98,UPI,Marketplace,Returned
O013907,C06332,P0309,2026-10-16,2,24420.14,0.121,359.5,COD,Mobile App,Returned
O013908,C08039,P0432,2025-06-22,6,21724.49,0.183,407.14,COD,Mobile App,Returned
O013909,C01860,P0279,2026-09-24,3,11076.25,0.198,363.15,COD,Marketplace,Returned
O013910,C00142,P0462,2026-03-01,4,28691.71,0.111,319.44,COD,Marketplace,Completed
O013911,C02840,P0155,2026-05-13,1,26074.61,0.049,444.58,Credit Card,Marketplace,Returned
O013912,C07967,P0491,2026-09-14,2,3419.68,0.083,272.86,UPI,Marketplace,Returned
O013913,C09620,P0076,2026-04-08,3,21307.9,0.122,285.44,Credit Card,Marketplace,Pending
O013914,C01808,P0264,2025-08-06,1,17440.99,0.011,241.8,UPI,Mobile App,Returned
O013915,C00741,P0398,2026-03-13,1,10247.04,0.24,428.14,Net Banking,Website,Cancelled
O013916,C04751,P0293,2025-05-06,3,29606.95,0.014,42.61,COD,Marketplace,Pending
O013917,C06838,P0231,2026-05-21,2,11781.38,0.054,254.41,Credit Card,Website,Pending
O013918,C04605,P0413,2025-03-07,6,16039.77,0.021,209.98,UPI,Marketplace,Completed
O013919,C02115,P0127,2025-02-16,4,26821.89,0.118,204.68,Net Banking,Website,Cancelled
O013920,C02021,P0177,2025-12-06,2,5511.34,0.052,384.13,COD,Website,Completed
O013921,C05400,P0350,2025-10-01,2,18516.5,0.105,376.34,UPI,Marketplace,Completed
O013922,C09261,P0175,2025-06-30,1,31267.51,0.108,316.31,COD,Mobile App,Returned
O013923,C02283,P0374,2025-04-03,1,849.43,0.15,65.6,UPI,Website,Completed
O013924,C08188,P0344,2026-12-14,1,5578.91,0.129,421.5,Credit Card,Marketplace,Completed
O013925,C03737,P0496,2026-05-26,1,10577.87,0.202,308.91,Credit Card,Website,Returned
O013926,C06212,P0195,2025-09-30,5,0.0,0.144,495.6,UPI,Marketplace,Cancelled
O013927,C05909,P0139,2026-08-21,1,7886.17,0.181,264.33,Net Banking,Marketplace,Cancelled
O013928,C02610,P0489,2025-12-28,5,22033.69,0.235,370.8,COD,Marketplace,Completed
O013929,C04292,P0089,2026-01-18,2,24163.52,0.085,405.28,Debit Card,Website,Pending
O013930,C06808,P0195,2025-01-25,1,0.0,0.06,42.58,Debit Card,Marketplace,Pending
O013931,C04799,P0001,2025-07-14,5,3665.28,0.214,261.03,Debit Card,Website,Cancelled
O013932,C06123,P0399,not-a-date,-5,13021.83,0.157,462.42,Credit Card,Marketplace,Pending
O013933,C06029,P0098,2026-03-27,5,3377.41,0.079,138.39,Net Banking,Mobile App,Cancelled
O013934,C08675,P0166,2026-01-14,5,22450.02,0.019,331.24,COD,Mobile App,Cancelled
O013935,C01729,P0113,2025-03-25,4,10254.98,0.012,321.6,Credit Card,Marketplace,Cancelled
O013936,C03685,P0154,2026-07-11,6,17545.16,0.163,495.1,COD,Mobile App,Cancelled
O013937,C05440,P0414,2026-05-10,3,24091.11,0.164,149.47,COD,Mobile App,Returned
O013938,C09723,P0162,2025-09-21,4,12799.81,0.033,365.42,Credit Card,Marketplace,Cancelled
O013939,C07186,P0374,2026-08-09,6,849.43,0.105,318.4,UPI,Mobile App,Completed
O013940,C01912,P0017,2026-04-23,2,22052.89,0.2,272.98,Credit Card,Marketplace,Cancelled
O013941,C01245,P0225,2026-03-16,2,23557.35,0.051,267.98,Debit Card,Mobile App,Returned
O013942,C01721,P0114,2026-04-30,6,20703.98,0.201,52.42,COD,Website,Cancelled
O013943,C02326,P0306,2025-09-09,3,14340.15,0.212,316.17,Credit Card,Marketplace,Completed
O013944,C05382,P0481,2025-05-25,5,12934.65,0.088,461.6,COD,Marketplace,Cancelled
O013945,C06200,P0257,2026-06-25,2,29083.32,0.036,105.75,Net Banking,Marketplace,Pending
O013946,C04510,P0072,2027-01-01,5,21918.19,0.054,497.03,Credit Card,Marketplace,Completed
O013947,C01671,P0060,2026-06-29,6,17517.65,0.085,279.99,Debit Card,Website,Pending
O013948,C04057,P0416,2026-07-06,3,31794.01,0.105,52.86,UPI,Marketplace,Cancelled
