return_id,order_id,return_date,return_reason,refund_amount
R001299,O028010,2026-05-14,Damaged,5930.2
R001300,O008686,2025-01-06,Quality Issue,10260.84
R001301,O005205,2026-06-09,Changed Mind,9832.78
R001302,O048149,2026-06-03,Changed Mind,6774.97
R001303,O046263,2026-03-02,Quality Issue,10462.15
R001304,O014976,2026-05-07,Quality Issue,24205.19
R001305,O045899,2026-02-04,Late Delivery,21940.35
R001306,O016083,2026-09-10,Quality Issue,9741.17
R001307,O036618,2025-08-07,Late Delivery,6992.31
R001308,O009514,2026-04-26,Late Delivery,17697.17
R001309,O007432,2025-11-05,Damaged,16976.68
R001310,O022863,2026-11-26,Changed Mind,10379.41
R001311,O049926,2025-07-07,Damaged,1431.95
R001312,O033513,2027-01-03,Wrong Item,16557.07
R001313,O036061,2025-08-02,Quality Issue,14693.86
R001314,O042291,2025-02-07,Wrong Item,23551.42
R001315,O004367,2026-09-24,Wrong Item,1877.05
R001316,O014350,2025-07-27,Wrong Item,5495.77
R001317,O028209,2025-09-15,Damaged,1369.72
R001318,O004185,2025-06-22,Changed Mind,7159.63
R001319,O015421,2026-01-02,Changed Mind,16078.45
R001320,O006868,2026-11-28,Quality Issue,21347.16
R001321,O039264,2025-09-03,Late Delivery,21924.38
R001322,O028091,2025-05-18,Quality Issue,23540.71
R001323,O010363,2025-04-17,Wrong Item,1689.85
R001324,O041742,2026-05-15,Quality Issue,8494.23
R001325,O047153,2026-12-24,Wrong Item,19689.0
R001326,O025600,2026-08-26,Late Delivery,20558.42
R001327,O017196,2026-11-08,Wrong Item,14742.44
R001328,O020438,2025-03-04,Late Delivery,9667.03
R001329,O031817,2025-05-11,Late Delivery,13489.67
R001330,O001664,2026-09-05,Late Delivery,13007.52
R001331,O003815,2026-04-04,Damaged,14487.92
R001332,O009772,2026-06-25,Late Delivery,5257.27
R001333,O040437,2026-04-25,Changed Mind,12859.92
R001334,O017309,2025-06-09,Late Delivery,2279.16
R001335,O001362,2025-11-30,Quality Issue,18515.91
R001336,O031309,2026-10-15,Changed Mind,7021.2
R001337,O040411,2026-03-14,Late Delivery,4861.8
R001338,O042692,2025-05-27,Late Delivery,251.02
R001339,O032110,2025-08-10,Late Delivery,4129.04
R001340,O046040,2025-01-18,Wrong Item,3602.61
R001341,O020368,2025-04-13,Damaged,12201.98
R001342,O033118,2025-02-13,Changed Mind,17543.57
R001343,O047920,2026-04-11,Late Delivery,11635.84
R001344,O045731,2026-06-15,Damaged,2770.89
R001345,O015786,2026-01-28,Damaged,23949.13
R001346,O037336,2026-12-27,Wrong Item,24166.89
R001347,O012791,2025-11-08,Wrong Item,20300.17
R001348,O037234,2026-10-27,Damaged,18644.2
R001349,O025602,2026-05-25,Damaged,18639.75
R001350,O047675,2025-10-18,Changed Mind,19548.5
R001351,O039765,2025-07-08,Late Delivery,7438.24
R001352,O032604,2025-07-02,Damaged,23252.95
R001353,O043562,2026-08-05,Late Delivery,23629.49
R001354,O006176,2025-02-05,Quality Issue,18257.19
R001355,O015376,2025-09-19,Late Delivery,7076.32
R001356,O035909,2026-06-18,Damaged,23186.89
R001357,O008867,2025-03-02,Damaged,21903.58
R001358,O029775,2026-01-01,Late Delivery,23674.18
R001359,O018439,2026-01-07,Late Delivery,18086.29
R001360,O026043,2026-04-19,Wrong Item,1249.38
R001361,O023243,2025-08-19,Late Delivery,14912.07
R001362,O008727,2025-09-24,Quality Issue,16052.65
R001363,O021353,2025-12-11,Changed Mind,4869.72
R001364,O029897,invalid-date,Wrong Item,22638.75
R001365,O007301,2025-10-30,Wrong Item,6812.9
R001366,O024843,2026-05-27,Quality Issue,17589.68
R001367,O011579,2026-02-10,Quality Issue,8214.24
R001368,O014068,2025-12-01,Quality Issue,4026.68
R001369,O036241,2025-02-03,Late Delivery,-500.0
R001370,O036921,2025-05-12,Changed Mind,18247.7
R001371,O002093,2026-09-19,Late Delivery,14205.78
R001372,O011840,2025-07-10,Late Delivery,18324.83
R001373,O001396,2026-09-17,Damaged,9182.87
R001374,O043427,2025-11-19,Late Delivery,18321.46
R001375,O009791,2025-04-12,Quality Issue,13822.45
R001376,O049944,2026-07-09,Wrong Item,13989.76
R001377,O030710,2026-01-29,Wrong Item,2625.42
R001378,O023757,2025-08-21,Late Delivery,15106.19
R001379,O047647,2027-01-03,Damaged,17236.86
R001380,O025592,2025-10-20,Damaged,8968.2
R001381,O045373,2025-05-30,Quality Issue,16356.81
R001382,O003040,2026-02-12,Wrong Item,22343.53
R001383,O001718,2026-12-03,Quality Issue,9312.49
R001384,O025991,2026-10-25,Wrong Item,19436.83
R001385,O018180,2026-12-28,Late Delivery,24114.38
R001386,O035744,2026-09-19,Changed Mind,22124.78
R001387,O036583,2025-10-30,Changed Mind,8476.03
R001388,O032659,2025-07-12,Quality Issue,20748.04
R001389,O000231,2025-07-14,Changed Mind,15107.2
R001390,O025733,2026-08-06,Wrong Item,7573.24
R001391,O031706,2026-06-30,Changed Mind,7403.78
R001392,O028659,2026-06-06,Late Delivery,9972.52
R001393,O033180,2026-07-10,Late Delivery,4558.98
R001394,O043193,2026-02-13,Damaged,21972.49
R001395,O005574,2025-01-18,Damaged,16167.88
R001396,O002935,2026-01-01,Changed Mind,3598.58
R001397,O000844,2026-12-04,Quality Issue,20580.23
R001398,O008439,2026-08-09,Changed Mind,23814.03
R001399,O018140,2025-07-21,Damaged,18658.79
R001400,O037234,2025-09-29,Quality Issue,9399.85
R001401,O031261,2025-07-24,Quality Issue,4031.0
R001402,O017403,2027-01-05,Changed Mind,16161.13
R001403,O007386,2026-02-28,Damaged,2747.66
R001404,O042864,2025-10-27,Changed Mind,3363.99
R001405,O029926,2026-10-24,Damaged,1946.27
R001406,O011489,2025-11-25,Damaged,22416.57
R001407,O013016,2026-03-30,Quality Issue,13974.57
R001408,O038269,2025-03-25,Late Delivery,5256.14
R001409,O028273,2026-09-14,Wrong Item,13397.92
R001410,O047014,2026-01-25,Late Delivery,831.93
R001411,O039375,2026-03-10,Damaged,9519.69
R001412,O037218,2025-10-27,Wrong Item,22279.55
R001413,O049358,2025-02-10,Wrong Item,7049.32
R001414,O007670,2025-03-09,Changed Mind,14565.47
R001415,O020517,2026-01-15,Late Delivery,15785.84
R001416,O007930,2025-11-13,Late Delivery,10626.55
R001417,O046272,2025-05-07,Wrong Item,4520.74
R001418,O012834,2025-07-27,Changed Mind,15885.23
R001419,O036142,2025-02-12,Quality Issue,13692.28
R001420,O010572,2026-09-23,Late Delivery,10127.13
R001421,O002449,2025-04-12,Damaged,2157.05
R001422,O033491,2025-09-26,Late Delivery,13382.65
R001423,O039042,2026-02-19,Changed Mind,3972.73
R001424,O010866,2025-11-30,Damaged,20304.71
R001425,O007258,2025-07-25,Quality Issue,15393.99
R001426,O011696,2026-08-31,Quality Issue,21181.49
R001427,O024502,2026-02-06,Damaged,698.06
R001428,O043527,2026-06-25,Changed Mind,13608.24
R001429,O031672,2026-11-05,Wrong Item,23661.61
R001430,O027141,2025-03-19,Wrong Item,14818.49
R001431,O039969,2025-02-11,Damaged,8091.31
R001432,O004440,2025-08-20,Wrong Item,14676.98
R001433,O028214,2025-01-11,Late Delivery,13419.57
R001434,O044387,2025-10-24,Late Delivery,18620.2
R001435,O004772,2026-08-28,Changed Mind,20728.11
R001436,O011797,2026-06-26,Changed Mind,8919.28
R001437,O046449,2025-06-11,Wrong Item,11751.27
R001438,O003804,2026-11-24,,14279.84
R001439,O030901,2025-10-19,Changed Mind,1274.88
R001440,O007363,2026-11-06,Changed Mind,16796.67
R001441,O047915,2025-06-02,Quality Issue,22666.93
R001442,O027887,2026-02-03,Changed Mind,9084.28
R001443,O031586,2026-02-28,Late Delivery,15116.62
R001444,O010959,2025-03-23,Changed Mind,19105.83
R001445,O023037,2026-05-31,Wrong Item,679.92
R001446,O002971,2026-03-19,Damaged,11884.55
R001447,O041589,2025-12-18,Damaged,553.82
R001448,O040497,2025-01-06,Quality Issue,15548.63
R001449,O025836,2026-03-01,Damaged,2339.98
R001450,O031077,2026-08-14,Changed Mind,2215.96
R001451,O020276,2026-01-21,Quality Issue,10858.82
R001452,O040711,2026-03-03,Wrong Item,8507.04
R001453,O049721,2026-05-17,Quality Issue,10950.92
R001454,O024234,2026-01-09,Damaged,9573.28
R001455,O023466,2025-09-09,Damaged,7984.18
R001456,O026593,2026-10-07,Quality Issue,21536.91
R001457,O016190,2026-02-04,Wrong Item,865.96
R001458,O030359,2025-07-09,Damaged,22947.97
R001459,O023793,2025-12-01,Wrong Item,18330.02
R001460,O012197,2025-08-15,Damaged,24497.7
R001461,O007774,2026-05-03,Changed Mind,16300.78
R001462,O036150,2026-02-26,Wrong Item,20402.18
R001463,O024316,2025-12-09,Wrong Item,6495.7
R001464,O020502,2026-01-28,Changed Mind,8529.4
R001465,O031033,2025-07-15,Quality Issue,2807.68
R001466,O015045,2025-07-14,Late Delivery,3716.87
R001467,O037536,2026-01-07,Late Delivery,8309.96
R001468,O043018,2026-06-01,Late Delivery,16750.95
R001469,O013098,2026-10-15,Damaged,15226.31
R001470,O016216,2025-07-05,Changed Mind,9629.66
R001471,O006341,2026-05-29,Changed Mind,21232.95
R001472,O004022,2026-02-27,Damaged,18464.78
R001473,O047363,2025-06-28,Changed Mind,7078.12
R001474,O027584,2026-06-27,Wrong Item,21336.19
R001475,O032410,2025-12-03,Quality Issue,19569.88
R001476,O046715,2026-09-14,Wrong Item,16196.75
R001477,O021599,2026-05-04,Damaged,15284.13
R001478,O010481,2025-06-29,Damaged,18579.34
R001479,O027153,2026-01-18,Changed Mind,9100.41
R001480,O042743,2026-11-18,Late Delivery,23675.68
R001481,O028534,2025-05-04,Changed Mind,23274.77
R001482,O039843,2025-10-02,Late Delivery,7661.89
R001483,O048362,2026-07-11,Late Delivery,14317.98
R001484,O010132,2025-03-04,Late Delivery,4269.59
R001485,O016160,2026-05-04,Late Delivery,4043.01
R001486,O042221,2026-03-07,Late Delivery,6356.45
R001487,O009762,2025-05-16,Quality Issue,10470.1
R001488,O005605,2025-01-17,Late Delivery,11480.44
R001489,O008683,2025-04-17,Late Delivery,14141.45
R001490,O002581,2026-12-14,Quality Issue,22228.06
R001491,O021469,2026-05-01,Wrong Item,1715.15
R001492,O015198,2025-04-27,Changed Mind,11729.09
R001493,O049997,2025-06-10,Wrong Item,23671.09
R001494,O043006,2026-09-27,Wrong Item,8795.46
R001495,O000486,2025-02-21,Changed Mind,24824.13
R001496,O033097,2026-04-07,Changed Mind,3491.88
R001497,O032253,2025-02-04,Quality Issue,24935.15
R001498,O042430,2025-01-29,Late Delivery,1580.68
R001499,O008865,2025-08-23,Quality Issue,9280.97
R001500,O004337,2025-12-21,Late Delivery,519.23
R001501,O047161,2026-08-22,Quality Issue,23590.42
R001502,O043481,2025-02-11,Quality Issue,1575.8
R001503,O044206,2026-01-03,Quality Issue,8293.52
R001504,O005745,2025-03-11,Wrong Item,11283.29
R001505,O003265,2025-08-30,Wrong Item,1613.83
R001506,O024309,2026-06-08,Wrong Item,18302.78
R001507,O023284,2026-09-21,Quality Issue,18821.08
R001508,O011712,2026-12-04,Wrong Item,15781.53
R001509,O004651,2026-12-19,Damaged,4369.79
R001510,O006482,2026-04-25,Late Delivery,18305.71
R001511,O001048,2026-12-05,Changed Mind,13972.68
R001512,O027991,2025-07-17,Late Delivery,9449.77
R001513,O046510,2025-06-06,Changed Mind,2764.88
R001514,O024193,2025-05-22,Quality Issue,7755.86
R001515,O002763,2025-01-15,Late Delivery,12751.04
R001516,O012777,2025-10-02,Wrong Item,11859.29
R001517,O005685,2026-07-20,Wrong Item,2982.04
R001518,O034062,2025-04-21,Quality Issue,1938.52
R001519,O020536,2025-02-22,Wrong Item,14108.25
R001520,O018415,2026-01-14,Wrong Item,14544.34
R001521,O039627,2026-08-21,Wrong Item,22090.73
R001522,O011787,2026-05-02,Changed Mind,11303.07
R001523,O013843,2025-10-19,Quality Issue,7669.37
R001524,O003634,2025-12-14,Wrong Item,5410.93
R001525,O036856,2026-08-28,Damaged,16983.4
R001526,O041153,2026-08-29,Late Delivery,13257.41
R001527,O017545,2026-05-22,Changed Mind,20053.87
R001528,O042968,2027-01-04,Quality Issue,17855.95
R001529,O010390,2025-11-24,Damaged,15015.75
R001530,O042715,2026-01-01,Wrong Item,23001.4
R001531,O041616,2025-05-18,Changed Mind,23556.86
R001532,O001472,2026-08-11,Changed Mind,12235.27
R001533,O010371,2026-05-04,Damaged,12215.12
R001534,O028469,2026-11-18,Damaged,806.19
R001535,O036264,2026-02-19,Quality Issue,15393.42
R001536,O005340,2026-11-10,Quality Issue,4121.11
R001537,O047632,2026-11-07,Quality Issue,13769.33
R001538,O011194,2026-12-15,Damaged,7651.18
R001539,O040295,2026-08-12,Wrong Item,24578.78
R001540,O030440,2025-08-22,Changed Mind,8321.78
R001541,O030395,2026-11-22,Late Delivery,7599.21
R001542,O049135,2026-04-04,Late Delivery,14395.84
R001543,O042987,2026-04-05,Quality Issue,10146.54
R001544,O011753,2026-03-30,Late Delivery,2621.36
R001545,O013066,2026-12-05,Wrong Item,3580.76
R001546,O025661,2026-10-05,Wrong Item,24959.34
R001547,O031038,2026-04-10,Quality Issue,4869.51
R001548,O002807,2025-11-26,Changed Mind,6055.18
R001549,O029913,2026-08-21,Quality Issue,1890.11
R001550,O029974,2026-11-19,Quality Issue,10498.63
R001551,O035279,2026-01-25,Damaged,19558.07
R001552,O036603,2025-09-23,Quality Issue,23229.96
R001553,O018582,2025-10-15,Late Delivery,15353.9
R001554,O035470,2025-03-24,Quality Issue,4753.79
R001555,O015943,2026-03-23,Quality Issue,11551.14
R001556,O040502,2025-07-05,Damaged,14124.51
R001557,O019980,2025-06-11,Damaged,20562.91
R001558,O039921,2025-12-21,Damaged,2099.37
R001559,O047483,2025-07-05,Wrong Item,16882.78
R001560,O033721,2026-12-13,Wrong Item,11466.38
R001561,O026175,2026-10-01,Wrong Item,22158.69
R001562,O023948,2025-11-09,Changed Mind,12807.49
R001563,O014254,2026-08-28,Damaged,10323.35
R001564,O004449,2025-10-07,Quality Issue,11243.89
R001565,O026721,2025-03-03,Wrong Item,20743.11
R001566,O005772,2025-12-17,Quality Issue,11541.91
R001567,O031689,2026-12-25,Changed Mind,1145.4
R001568,O016707,2025-05-18,Changed Mind,8722.66
R001569,O011568,2025-11-07,Quality Issue,19950.0
R001570,O033162,2025-05-01,Wrong Item,10954.97
R001571,O001342,2026-01-11,Changed Mind,23321.65
R001572,O003405,2025-10-30,Quality Issue,12093.09
R001573,O038094,2025-09-29,Late Delivery,8777.52
R001574,O011447,2025-08-14,Wrong Item,21964.68
R001575,O013202,2026-01-26,Damaged,24685.98
R001576,O035442,2025-02-21,Changed Mind,11254.01
R001577,O028438,2026-05-24,Quality Issue,24015.02
R001578,O012097,2025-01-23,Damaged,24511.9
R001579,O032884,2026-07-31,Damaged,1707.75
R001580,O019435,2025-08-12,Changed Mind,13252.31
R001581,O049786,2025-11-07,Quality Issue,789.22
R001582,O005449,2026-12-11,Changed Mind,11817.32
R001583,O015413,2025-01-10,Wrong Item,13816.24
R001584,O031480,2025-05-11,Wrong Item,24702.17
R001585,O034915,2026-10-23,Late Delivery,7689.76
R001586,O006925,2025-04-12,Late Delivery,9362.36
R001587,O034508,2026-12-04,Late Delivery,13716.54
R001588,O038522,2027-01-05,Damaged,2886.7
R001589,O036717,2026-09-11,Damaged,24666.83
R001590,O040850,2025-12-26,Quality Issue,10905.88
R001591,O039779,2025-04-30,Damaged,7544.21
R001592,O023297,2025-09-04,Damaged,18422.43
R001593,O032855,2025-09-29,Late Delivery,19938.84
R001594,O043081,2025-12-08,Late Delivery,16903.89
R001595,O019108,2026-03-27,Late Delivery,11598.09
R001596,O030864,2026-02-09,Quality Issue,24952.56
R001597,O042490,2025-04-22,Damaged,17268.73
R001598,O005399,2026-07-04,Changed Mind,506.51
R001599,O009073,2026-04-07,Wrong Item,21828.47
R001600,O049694,2026-07-02,Damaged,21640.56
R001601,O013823,2026-03-20,Changed Mind,14718.34
R001602,O015565,2025-07-31,Wrong Item,1675.94
R001603,O027345,2026-09-08,Quality Issue,960.99
R001604,O046337,2026-12-21,Late Delivery,18236.22
R001605,O012801,2025-10-16,Changed Mind,5131.14
R001606,O045413,2025-01-07,Changed Mind,7992.09
R001607,O026133,2025-07-07,Quality Issue,14567.28
R001608,O044950,2026-06-28,Damaged,2951.36
R001609,O001445,2026-06-06,Changed Mind,3856.12
R001610,O022774,2025-07-02,Damaged,14414.6
R001611,O014059,2026-04-26,Late Delivery,10197.06
R001612,O034904,2025-03-08,Wrong Item,10127.17
R001613,O030224,2025-09-22,Quality Issue,13347.09
R001614,O004652,2025-06-25,Quality Issue,19905.81
R001615,O019709,2025-02-02,Damaged,13919.45
R001616,O9999991615,2025-12-17,Quality Issue,21428.84
R001617,O001658,2025-09-06,Wrong Item,6242.83
R001618,O018033,2026-10-11,Damaged,8589.46
R001619,O018069,2025-11-30,Damaged,16184.28
R001620,O046149,2025-02-23,Quality Issue,6952.34
R001621,O007771,2026-05-29,Late Delivery,9399.35
R001622,O037050,2026-04-27,Damaged,13497.6
R001623,O032518,2026-05-26,Wrong Item,5937.12
R001624,O034895,2026-03-10,Wrong Item,11207.97
R001625,O003122,2025-11-28,Changed Mind,2253.64
R001626,O011647,2026-01-12,Late Delivery,11955.6
R001627,O004107,2026-10-04,Late Delivery,5228.27
R001628,O008864,2025-06-07,Wrong Item,8473.63
R001629,O010292,2026-04-23,Quality Issue,939.95
R001630,O025134,2026-06-27,Damaged,15433.67
R001631,O001487,2025-10-31,Damaged,24368.09
R001632,O003955,2025-01-24,Changed Mind,15178.52
R001633,O018562,2025-03-27,Changed Mind,24844.28
R001634,O030037,invalid-date,Wrong Item,18429.25
R001635,O021682,2026-12-03,Changed Mind,11193.76
R001636,O007677,2025-02-26,Quality Issue,24668.63
R001637,O024081,2026-02-20,Changed Mind,12197.1
R001638,O013257,2025-04-03,Changed Mind,1948.21
R001639,O012344,2025-05-27,Changed Mind,19784.5
R001640,O038962,2026-08-25,Late Delivery,24863.17
R001641,O008097,2026-07-19,,19100.51
R001642,O016865,2026-09-11,Quality Issue,4570.84
R001643,O004762,2025-10-25,Changed Mind,10498.31
R001644,O001088,2026-01-13,Damaged,16169.86
R001645,O037946,2026-10-24,Damaged,16251.77
R001646,O003959,2025-03-19,Damaged,22919.4
R001647,O020424,2026-01-09,Quality Issue,22526.79
R001648,O036899,2026-02-15,Damaged,7090.74
R001649,O012706,2026-03-19,Wrong Item,16819.03
R001650,O004502,2025-06-22,Damaged,11584.27
R001651,O039050,2025-07-12,Damaged,18105.22
R001652,O037162,2025-05-18,Changed Mind,22070.17
R001653,O042506,2026-11-14,Late Delivery,15655.43
R001654,O042868,2025-06-16,Damaged,4659.95
R001655,O005917,2025-05-06,Late Delivery,14668.62
R001656,O040892,2025-11-20,Damaged,16220.7
R001657,O9999991656,2025-09-06,Damaged,3259.39
R001658,O009318,2025-05-15,Damaged,16636.73
R001659,O029641,2025-12-07,Wrong Item,6185.26
R001660,O034251,2025-10-15,Quality Issue,6926.55
R001661,O048777,2025-11-22,Late Delivery,10829.29
R001662,O005578,2025-12-03,Quality Issue,177.7
R001663,O045152,2025-12-23,Quality Issue,1025.31
R001664,O048719,2025-12-02,Changed Mind,21868.48
R001665,O049687,2026-04-04,Late Delivery,1259.47
R001666,O016829,2025-06-25,Wrong Item,4012.82
R001667,O020538,2026-03-15,Damaged,9145.9
R001668,O003009,2026-12-26,Damaged,21097.65
R001669,O005558,2026-09-26,Late Delivery,20717.92
R001670,O041895,2025-01-19,Late Delivery,19784.98
R001671,O047127,2026-01-17,Wrong Item,7736.67
R001672,O037039,2025-05-30,Wrong Item,21853.97
R001673,O021527,2025-02-27,Wrong Item,20827.87
R001674,O003930,2025-05-23,Wrong Item,12439.78
R001675,O019536,2026-05-09,Quality Issue,20318.72
R001676,O019349,2025-04-13,Late Delivery,13548.78
R001677,O017907,2026-07-26,Damaged,4175.13
R001678,O002472,2026-03-30,Changed Mind,15878.2
R001679,O045453,2026-06-30,Damaged,14264.62
R001680,O043778,2025-05-22,Wrong Item,19687.26
R001681,O019754,2026-05-27,Wrong Item,12190.54
R001682,O011131,2026-10-01,Damaged,21548.18
R001683,O028763,2026-01-15,Late Delivery,14112.62
R001684,O038762,2026-08-26,Damaged,19479.51
R001685,O030054,2025-03-10,Damaged,9621.9
R001686,O004458,2026-01-01,Wrong Item,1201.31
R001687,O016367,2026-03-25,Changed Mind,15269.11
R001688,O015629,2025-10-15,Changed Mind,17178.38
R001689,O030654,2026-02-10,Changed Mind,2624.63
R001690,O043015,2025-08-07,Late Delivery,129.96
R001691,O020306,2025-12-16,Quality Issue,22322.09
R001692,O038979,2026-12-15,Damaged,21955.64
R001693,O008817,2025-02-07,Changed Mind,19509.08
R001694,O039004,2025-02-27,Wrong Item,24279.04
R001695,O002676,2026-09-30,Changed Mind,6275.52
R001696,O032188,2026-02-08,Damaged,1537.39
R001697,O007464,2026-08-18,Damaged,1065.22
R001698,O000359,2026-11-20,Late Delivery,19272.08
R001699,O042395,2026-10-13,Quality Issue,20220.65
R001700,O043313,2025-08-02,Late Delivery,19718.03
R001701,O022959,2026-01-01,Quality Issue,3796.41
R001702,O032890,2026-04-22,Damaged,13865.63
R001703,O010174,2025-10-20,Wrong Item,22177.95
R001704,O005134,2025-07-30,Wrong Item,17692.07
R001705,O004744,2026-05-18,Damaged,24040.26
R001706,O022842,2025-09-15,Changed Mind,15265.98
R001707,O014787,2026-03-15,Damaged,10218.5
R001708,O024031,2025-06-09,Wrong Item,8274.35
R001709,O039930,2026-09-27,Quality Issue,16052.36
R001710,O048361,2026-08-27,Damaged,11187.39
R001711,O037958,2026-07-10,Wrong Item,16975.38
R001712,O020865,2025-04-10,Wrong Item,16304.82
R001713,O021076,2026-06-29,Damaged,19386.33
R001714,O000086,2026-11-07,Quality Issue,5118.41
R001715,O013726,2026-05-29,Quality Issue,24908.49
R001716,O027401,2026-02-23,Changed Mind,9255.77
R001717,O003650,2026-03-23,Damaged,1672.46
R001718,O018841,2025-11-06,Quality Issue,19344.47
R001719,O001434,2026-05-10,Damaged,23712.73
R001720,O047569,2025-01-08,Damaged,3206.21
R001721,O016162,2026-11-29,Wrong Item,8320.28
R001722,O031521,2025-12-20,Changed Mind,8896.88
R001723,O040966,2025-10-26,Late Delivery,19249.08
R001724,O020367,2025-05-26,Late Delivery,18630.21
R001725,O007421,2026-03-23,Damaged,5453.19
R001726,O007614,2026-09-26,Wrong Item,11583.02
R001727,O029618,2026-08-15,Late Delivery,10451.83
R001728,O009868,2025-11-10,Wrong Item,5607.33
R001729,O048615,2026-07-09,Late Delivery,21540.39
R001730,O043299,2027-01-01,Changed Mind,3183.25
R001731,O016312,2025-12-11,Wrong Item,8796.46
R001732,O010604,2026-02-25,Wrong Item,18289.15
R001733,O030912,2026-08-24,Damaged,9506.65
R001734,O046206,2026-06-02,Wrong Item,11051.1
R001735,O034283,2025-03-23,Damaged,18500.32
R001736,O039724,2026-06-24,Late Delivery,16158.61
R001737,O005218,2025-08-31,Late Delivery,20048.85
R001738,O008801,2026-03-23,Late Delivery,19478.66
R001739,O049485,2026-04-08,Quality Issue,4262.34
R001740,O035989,2025-08-05,Changed Mind,18488.22
R001741,O001727,2026-01-08,Late Delivery,8407.61
R001742,O033151,2026-12-09,Quality Issue,21504.09
R001743,O010779,2025-09-01,Quality Issue,14214.05
R001744,O028012,2026-06-26,Changed Mind,14410.72
R001745,O039022,2025-02-12,Late Delivery,16058.62
R001746,O026317,2025-06-14,Damaged,13864.22
R001747,O048140,2025-03-13,Changed Mind,18903.93
R001748,O039172,2025-06-03,Late Delivery,3934.63
R001749,O011125,2026-08-05,Damaged,3099.68
R001750,O024853,2025-03-02,Quality Issue,11990.4
R001751,O027512,2026-12-02,Quality Issue,14967.11
R001752,O026647,2025-06-23,Changed Mind,14177.43
R001753,O000095,2025-12-26,Changed Mind,11584.04
R001754,O049835,2026-08-23,Late Delivery,10079.23
R001755,O023747,2025-03-29,Quality Issue,11403.73
R001756,O010184,2027-01-02,Wrong Item,13550.55
R001757,O024612,2026-01-20,Damaged,15218.47
R001758,O024027,2025-05-05,Damaged,6228.81
R001759,O028626,2026-03-02,Damaged,16347.34
R001760,O047907,2026-07-04,Quality Issue,12472.23
R001761,O9999991760,2026-03-06,Changed Mind,6174.75
R001762,O037632,2025-05-23,Wrong Item,22106.45
R001763,O013457,2026-06-02,Quality Issue,11074.38
R001764,O028356,2025-08-11,Damaged,-500.0
R001765,O004348,2025-06-16,Damaged,15249.19
R001766,O021748,2025-04-04,Wrong Item,6536.97
R001767,O028852,2026-03-02,Wrong Item,18582.1
R001768,O040368,2025-04-02,Damaged,22842.94
R001769,O023720,2026-09-08,Changed Mind,5116.32
R001770,O030065,2025-08-17,Quality Issue,11203.21
R001771,O018971,2026-08-24,Quality Issue,14846.66
R001772,O041270,2026-12-22,Changed Mind,11484.42
R001773,O005991,2026-02-04,Quality Issue,748.71
R001774,O025506,2025-05-20,Late Delivery,780.51
R001775,O043077,2026-03-17,Wrong Item,11655.76
R001776,O025435,2026-10-21,Late Delivery,8845.01
R001777,O029725,2026-09-15,Changed Mind,18663.05
R001778,O010195,2026-06-04,Quality Issue,2953.4
R001779,O004272,2026-01-10,Late Delivery,10707.86
R001780,O010439,2025-04-27,Quality Issue,1362.57
R001781,O026522,2026-05-06,Changed Mind,2552.25
R001782,O029224,2025-05-08,Damaged,4320.85
R001783,O018158,2026-06-03,Damaged,475.89
R001784,O039931,2026-11-09,Wrong Item,17140.94
R001785,O024017,2026-08-16,Quality Issue,7689.75
R001786,O032893,2025-10-28,Wrong Item,4473.09
R001787,O019815,2025-04-02,Quality Issue,2795.09
R001788,O000243,2025-12-02,Damaged,7168.29
R001789,O025073,2026-12-14,Late Delivery,10096.22
R001790,O032639,2026-06-08,Damaged,23195.9
R001791,O039424,2026-08-05,Late Delivery,4338.22
R001792,O014014,2025-11-29,Damaged,333.18
R001793,O002155,2026-07-28,Wrong Item,11978.02
R001794,O045273,2026-08-16,Wrong Item,21680.71
R001795,O012562,2025-09-01,Quality Issue,12748.0
R001796,O014410,2026-10-17,Quality Issue,23439.67
R001797,O004708,2025-08-08,Late Delivery,22012.11
R001798,O026159,2026-09-13,Late Delivery,7175.7
R001799,O009901,2025-12-30,Changed Mind,20548.3
R001800,O009609,2025-06-25,Wrong Item,4042.78
R001801,O027371,2025-05-19,Changed Mind,13067.6
R001802,O010987,2026-01-29,Changed Mind,9576.05
R001803,O039062,2026-04-05,Late Delivery,7374.4
R001804,O017889,2025-12-19,Late Delivery,3668.57
R001805,O029977,2025-10-08,Quality Issue,10090.48
R001806,O013251,2026-11-11,Damaged,7773.05
R001807,O010068,2026-12-02,Changed Mind,4524.12
R001808,O008377,2026-02-23,Quality Issue,14640.62
R001809,O028632,2026-07-10,Quality Issue,14418.29
R001810,O030484,2025-03-01,Wrong Item,6242.11
R001811,O012234,2026-10-12,Late Delivery,2635.68
R001812,O004052,2026-12-30,Late Delivery,6990.42
R001813,O037942,2026-03-14,Wrong Item,6007.9
R001814,O010198,2026-03-24,Damaged,12839.45
R001815,O007448,2026-04-22,Quality Issue,24440.18
R001816,O035018,2025-07-12,Changed Mind,17671.85
R001817,O025269,2025-06-09,Changed Mind,12602.59
R001818,O018397,2026-01-01,Late Delivery,22621.33
R001819,O021943,2025-05-06,Changed Mind,12914.19
R001820,O010939,2026-03-15,Damaged,8331.21
R001821,O037547,2025-03-01,Damaged,21853.0
R001822,O004257,2026-12-01,Changed Mind,6728.99
R001823,O000640,2026-06-20,Wrong Item,21925.16
R001824,O017999,2025-07-12,Damaged,6099.82
R001825,O034009,2025-03-16,Changed Mind,3082.04
